BoroName,NTAName,id,mhinc_70,mhinc_80,mhinc_90,mhinc_00,mhinc_10,pcol_70,pcol_80,pcol_90,pcol_00,pcol_10,70_HINC70,70_MHMVAL7,70_MRENT70,00_MHMVAL0,00_MRENT00,10_mrent0a,10_mhmval0,70_POP70,70_WHITE70,70_BLACK70,80_POP80,80_NHWHT80,80_NHBLK80,80_MHMVAL8,80_MRENT80,90_POP90,90_NHWHT90,90_NHBLK90,90_MHMVAL9,90_MRENT90,00_POP00,00_NHWHT00,00_NHBLK00,10_pop10,10_nhwht10,10_nhblk10
Brooklyn,Sheepshead Bay-Gerritsen Beach-Manhattan Beach,36047062800,0,19257,40316,59294,71797,2,4,11,14,25,10071.42888,18958.33422,103.58491,190400,719,833,452100,6175.00000471755,6149.00000469769,6,5690.00000434702,5520,1,41036.0000313505,214.000000163491,5434.00000415144,5226.00000399254,4,165100.000126132,532.000000406435,5509,5153,21,5226,4625,35
Queens,Rego Park,36081071701,0,18502,32779,39845,52608,,25,0,,56,11718.3091,36666.66634,186.9618482,75600.00385,739.0000199,1115,248800,4974.01231437683,4711.27875617302,98.8451766967773,5075.79145629032,3777.1337890625,220.537536621094,63500.0011047235,331.999997166765,5036.94028350466,3266.92655865241,240.534469604492,210000.003154209,552.999981790952,5578.00022387505,2974.97143554688,285.67041015625,5161,2994,142
Queens,Rego Park,36081071702,0,18502,32779,39845,50664,,25,0,,52,11718.30989,36666.66872,186.9618596,75600.00012,739.0000248,1117,256300,3731.84671792365,3534.7259017895,74.1604614257813,3808.20844216086,2833.86596679688,165.462463378906,63500.001181173,331.999994923257,3779.05961572379,2451.07337598782,180.465530395508,210000.008406255,553.000009523857,4185.00006708503,2232.02856445313,214.329620361328,3921,1577,231
Queens,Woodside,36081025500,8875,16354,39907,47143,56354,11,11,28,26,50,8875,22976.19083,122.1428553,140400,785,1289,248900,1250.00000523869,1229.00000515068,10,1282.0000053728,783,9,43043.0001803911,233.000000976492,1839.00000770716,805.000003373716,15,200800.000841543,565.000002367888,1849,593,36,1507,391,18
Queens,Woodside,36081025700,0,15808,31354,34375,64940,5,10,21,30,30,7333.333515,24038.46118,107.2093013,226500,757,1359,436000,1352,1307,12,1223,801,0,57500,219,1331,630,7,218300,524,1504,430,8,1542,322,13
Queens,Woodside,36081026300,0,15819,28383,33838,47791,10,19,18,26,34,8326.388889,22638.88905,103.1468551,235900,730,1216,409200,4253.00000891206,4138.00000867108,14,4470.00000936678,2150,16,50811.0001064732,228.000000477768,4847.00001015677,1487.00000311597,20,231800.000485731,516.000001081266,6003,801,75,6220,589,43
Queens,Forest Hills,36081072300,0,32161,64096,106844,134032,33,50,50,68,78,16582.94331,46876.44549,128.224041,497394.6768,1406.05814,1662,936400,1893.9999999553,1810.99999997765,13,2386.9999986589,2038,5,117875.202162427,384.515624985448,2253.99999940395,1756.99999953806,13,427670.911755612,858.15929236296,1761,1202,22,2127,1292,33
Queens,Forest Hills,36081073700,0,20000,44567,51367,62050,25,42,50,59,70,8410.257069,56538.46043,144.0291306,138200,815,1307,526100,2005.00002783447,1957.00002716811,15,1983.00002752905,1777,12,110417.001532867,281.00000390099,1806.00002507184,1425.0000197826,8,421700.005854262,617.000008565519,1848,1288,22,2042,1278,64
Queens,Elmhurst-Maspeth,36081026500,0,15968,24291,34127,42528,11,24,23,24,27,7004.629044,22968.75,129.0306108,280400,750,1089,398900,2868.99997261236,2671.99997449294,21,2945.99997187732,1183,30,48749.9995346298,256.999997546664,3687.99996479414,725.999993069563,44,210699.997988646,578.999994472833,4534,358,79,4494,238,48
Queens,Jackson Heights,36081029100,0,16465,31649,36892,50413,14,24,30,22,30,8627.976155,28023.25549,117.8125,171900,722,1059,330400,4894.00003760261,4736.00003638864,12,4785.00003676512,3016,33,61336.0004712697,241.000001851702,5138.00003947737,2073.00001592771,50,221500.001701876,469.00000360352,7120,1386,108,7039,1071,126
Queens,Woodside,36081029300,0,15268,42159,38438,72750,7,21,15,36,15,9638.888889,23026.31698,120.75,215800,742,1470,557700,1364.99998982996,1344.99998997897,0,882.999993421137,547,3,54238.999595888,243.999998182058,1113.99999170005,288.999997846782,36,210299.998433143,593.999995574355,1368,194,27,1351,160,13
Queens,Jackson Heights,36081030902,0,18746,36633,41018,48936,13,16,24,26,23,10473.52968,31907.89556,169.8308336,285400,774,1143,598400,7394.99979209475,6726.9998108751,36,7005.99980303121,4424,58,66298.99813605,279.999992127996,6736.99981059396,3386.99990477687,66,241299.993216019,657.99998150079,7949,2292,111,7992,1785,67
Queens,Maspeth,36081051300,0,20213,38631,41514,51094,,7,0,,16,10687.50052,22892.85915,114.0845046,229500.0019,809.9999954,1265,581900,2725.70295908209,2705.71247166675,0,2080.01021556649,1922.08532714844,.999524354934692,52361.0004230073,244.999990572607,1883.10391452536,1512.28037297074,2.99857306480408,200699.999283882,614.999999007669,2098.00162100792,1464.30322265625,10.9947681427002,2367,1290,16
Manhattan,Upper West Side,36061017700,0,15627,35147,46154,52727,33,40,49,56,56,8626.865432,62857.14393,133.0110474,441900,608,771,907300,8730.99995121174,7289.99995926395,1210,10145.9999433048,5065,1734,99999.9994412065,245.999998625368,10723.999940075,5533.99996907637,1719,349999.998044223,452.999997468665,9618,4754,1653,9151,4665,1479
Manhattan,Upper West Side,36061018100,0,18771,39636,53222,73169,34,46,55,63,72,9488.950016,38750,152.7932895,309500,714,887,720500,8716.99990257993,6943.99992239475,1393,9545.99989331514,5072,2065,94999.9989382923,288.999996770173,10014.9998880737,5855.9999345541,1873,500000.994412053,535.999994009733,9082,5137,1721,8866,5292,1409
Manhattan,Upper West Side,36061018500,0,21950,43580,56810,78966,55,60,67,73,76,11792.45339,,197.403634,319900,743,1130,824600,3898.00005808473,2937.00004376471,791,4126.00006148219,2223,1411,10000.0001490116,331.000004932284,3866.00005760789,2253.00003357232,1108,0,525.00000782311,3783,2224,953,4190,2757,676
Bronx,Parkchester,36005021602,0,14177,26112,34866,46672,,11,0,19,23,9117.885356,24999.99987,94.04862132,56800,679,943,122800,4924.41708533288,4804.94073065436,75.6683578491211,4913.46508615401,2238.1904296875,1631.84790039063,47999.9997600396,233.999991928184,4729.2723726913,856.247208529372,1913.61291503906,162499.998154505,423.999985374146,5293,305,2520,5769,194,2465
Bronx,Parkchester,36005021002,0,14536,29226,32813,47280,,13,0,,22,9575.110136,14685.94988,98.18126589,45299.99854,695.9999924,919,121800,8848.58451986426,8662.75571344412,173.537835389376,7969.602546226,3544.51628017426,2968.15087747574,35004.0497544155,238.991553541898,6815.49187023981,1228.29600802014,3155.48132419586,112557.31722398,436.975754789918,8753.00010752678,516.185546875,4818.47021484375,6839,201,3625
Bronx,Parkchester,36005021200,0,13843,31487,34444,50578,,11,0,18,29,8422.172134,24166.66768,94.37024786,47400,675,962,124100,5352.9164852503,5282.31976414412,62.0887030959129,5040.75546390629,2624.2078704834,1663.70953321457,45500.0000328283,234.713162398214,5282.19898680378,1161.76930343359,2207.0805182457,1853.25268473532,427.933870420447,5232,278,2402,5267,222,2113
Bronx,Williamsbridge-Olinville,36005038800,0,17725,35915,39420,36816,7,13,9,16,22,7782.609266,23177.96733,107.7464696,199700,654,980,388900,2167.00003229082,388.000005781651,1765,2034.00003030896,103,1768,43776.0006523132,218.000003248453,1874.00002792478,31.000000461936,1734,156300.002329051,519.000007733703,2374,45,2119,2606,25,2186
Bronx,Williamsbridge-Olinville,36005039000,0,11952,24200,37222,35729,2,5,9,17,24,7476.190397,21590.90823,94.55357143,197300,664,970,442000,2536.00001889467,1041.00000775605,1487,2337.00001741201,367,1680,44200.0003293157,217.000001616776,2047.00001525134,184.000001370907,1606,148600.001107156,508.000003784895,2580,69,2135,2975,31,2197
Bronx,Eastchester-Edenwald-Baychester,36005038600,0,12350,30417,35696,41885,6,9,11,16,19,8104.166667,24104.47826,104.5098022,197500,692,972,439700,6524.00000721519,4097.00000453106,2387,5908.00000653393,1011,4068,47254.0000522604,237.000000262109,6799.00000751932,326.000000360538,5707,163600.000180933,462.000000510947,7123,127,6128,7409,129,6031
Brooklyn,Stuyvesant Heights,36047028300,4248,5135,9057,12830,16118,1,0,1,5,13,4248,19583.33333,79.97584798,173200,413,517,594800,5084.00004734844,2409.00002243556,2597,3459.00003221445,28,2179,17500.0001629815,162.000001508743,3101.00002888031,27.0000002514571,1889,100000.000931323,297.000002766028,3624,25,2208,4097,170,2338
Manhattan,West Village,36061006500,0,13903,32765,56625,66079,26,50,58,70,80,4972.727116,,74.36046737,421800,1084,1665,1000001,6217.00008757424,5977.00008419354,163,6732.00009482866,5860,189,215000.003028545,230.000003239838,6966.00009812485,5819.00008196791,276,500001.007043141,523.000007367111,6690,5154,259,6202,4765,141
Brooklyn,Stuyvesant Heights,36047037700,0,8456,22978,34601,46584,1,4,8,14,31,6465.909131,16704.54523,85.82691739,193600,609,976,612600,5438.00003038719,193.000001078472,5210,3763.0000210274,20,3649,40667.0002272446,189.00000105612,3797.00002121739,12.0000000670552,3530,125800.000702962,388.000002168119,3827,28,3570,3660,113,3086
Brooklyn,Ocean Hill,36047037300,4972,7895,15556,20912,27263,1,3,5,15,10,4972,18437.5,84.33110174,177400,505,633,585300,5325.00005951151,658.000007353723,4613,3724.00004161894,22,3425,27500.0003073365,185.000002067536,4152.00004640222,31.000000346452,3618,156300.001746789,344.0000038445,4199,24,3543,3784,64,3018
Brooklyn,Stuyvesant Heights,36047037500,0,6515,13785,20510,40323,3,2,3,4,14,4826.270971,15000,81.55779599,222100,527,916,475600,4508.0000073472,636.000001036562,3780,2197.0000035807,22,1976,44167.000071984,177.000000288477,2081.00000339164,14.0000000228174,1768,156300.00025474,339.000000552507,2831,35,2242,2910,114,2091
Queens,Springfield Gardens North,36081029400,0,18506,37077,43547,65986,7,10,20,19,23,10284.49755,21895.01664,144.9523042,181704.1838,671.8556701,1097,445200,5306.00002542246,560.000000922068,4657,5313.00002326633,365,4706,40718.3729391498,254.933127118475,5690.00002586041,255.999999812397,5126,138111.77604007,524.603854232796,6164,173,5587,6664,56,5717
Bronx,Mount Hope,36005022701,0,10034,16830,19219,32436,,8,10,5,6,6506.347024,,91.32780596,96000,516,789,441300,5191.23703071122,4007.94315391119,1042.79447031021,3755.9673495372,206.894355297089,1893.57742118835,27499.9995978921,212.275366661192,4042.99993975461,62.9999990612268,1653,67499.9989941716,378.99999435246,3036,38,1169,5196,68,1717
Bronx,Mount Hope,36005022901,0,8827,16050,25402,27908,,11,8,9,13,7434.85315,19641.12843,95.00477198,151300,566,833,-999,5584.91483329492,3745.54465213105,1527.88301348686,5671.59288044905,266.784334182739,2501.24262237549,35980.5053467717,193.42311427573,5567.00001555402,104.000000290573,2118,73500.0002053566,374.000001044944,6093,109,1553,5370,90,1381
Queens,Jamaica Estates-Holliswood,36081045800,0,19235,42045,49279,66875,,40,0,,51,9954.5464,40060.24421,137.7906886,308900.0156,770.000011,1207,879900,1514.10030920617,1473.44666632637,11.898627281189,1500.21857749112,969.738098144531,123.944030761719,76526.0015277879,266.999997080713,1872.05067700148,622.694822646677,197.318893432617,284799.985270186,537.000002732472,1878.00004351139,286.558624267578,344.068634033203,2016,215,259
Queens,Jamaica Estates-Holliswood,36081046600,0,19948,41307,51979,60943,31,45,40,44,58,9683.333333,43804.34583,166.5322586,70800,838,1172,179400,2304.99996779952,2228.99996886123,28,2320.999967576,1878,110,87894.998772121,336.999995292164,2593.99996376224,1393.99998052605,404,361399.9949513,611.999991450459,2831,697,838,3058,515,941
Manhattan,Morningside Heights,36061020701,0,13492,22115,32273,36953,56,73,77,83,91,7204.225513,,120.1880903,166000,851,1375,897700,2485.99994443357,1923.99995699525,340,3171.99992910028,2223,374,64999.9985471368,287.999993562698,3045.99993191659,2171.99995145202,255,212499.995250255,576.999987103045,2548,1555,210,3329,2015,203
Bronx,University Heights-Morris Heights,36005024501,0,7177,16078,22261,26168,,6,0,,8,7870.000509,28636.3631,88.76299457,166500.0049,542.0000221,775,522300,4577.4554740414,3608.77281048894,837.423278808594,4004.84365103021,126.100700378418,1889.791015625,45384.9995156668,195.000008600314,4353.34013590589,80.2459011226892,1616.95495605469,130000.000465561,370.000019101484,4895.00012755394,74.5140533447266,1586.0029296875,4864,66,1044
Manhattan,Central Harlem North-Polo Grounds,36061021400,0,10272,22725,25788,35768,,8,16,18,31,7103.174755,,145.8718036,120800,559,837,-999,3329.6269464561,9.62876502734557,3305.55493164063,3259.33696175648,21.1832828521729,3153.42065429688,,212.999999774128,3652.00001530536,23.0000000963919,3443,0,419.000001756009,3161,10,2986,3001,156,2501
Manhattan,Central Harlem North-Polo Grounds,36061023200,0,4961,8923,18013,22955,1,1,4,7,15,4277.641134,,63.01009054,805000,381,525,240500,11507.9999571294,539.999997988343,10919,6648.99997523054,26,6326,44999.9998323619,133.999999500811,6456.9999759458,32.9999998770654,5652,449999.998323619,236.999999117106,8344,48,6345,7980,168,5219
Queens,Elmhurst,36081068300,0,17208,32843,40205,49167,21,24,31,28,33,11093.59589,,187.3765814,81100,727,1053,203200,4416.99999832883,4174.99999842039,28,4270.99999838407,1515,268,32499.9999877036,310.999999882333,4349.99999835418,930.999999647756,179,149999.999943248,555.999999789638,4298,472,234,4210,388,184
Manhattan,East Harlem North,36061019800,0,4151,14943,21480,51042,2,4,14,24,47,4103.773234,11562.5,76.75,97400,538,852,382600,3663.0000392315,400.000004284084,3242,1430.0000153156,19,1302,27500.0002945308,130.000001392327,863.000009242911,93.0000009960495,627,71300.0007636379,240.00000257045,1517,50,1205,1914,278,1115
Manhattan,Central Harlem South,36061020000,0,6605,19198,24091,47530,4,6,19,16,43,4912.946216,25000,69.50354883,455600,422,697,1000001,3585.9999265261,48.9999989960343,3518,3308.99993220158,18,3186,55999.9988526106,129.999997336417,2370.99995142035,61.999998729676,2056,249999.994877726,262.999994611368,2413,85,2015,2581,528,1613
Brooklyn,Carroll Gardens-Columbia Street-Red Hook,36047007500,0,15136,38884,69107,82250,4,18,40,63,71,6245.370501,19642.85769,70,413000,973,1779,1000001,5996.99996439472,5812.99996548716,61,4931.99997071782,3495,24,58653.9996517606,187.99999888381,3962.99997647095,3008.99998213502,66,261799.998445646,630.999996253639,4454,3288,138,4383,3463,89
Bronx,Soundview-Castle Hill-Clason Point-Harding Park,36005002800,0,17963,33557,34234,44036,8,13,17,14,17,10357.57604,24444.44467,168.8988063,145800,584,792,262000,4551.99993534945,1742.99997524475,2701,6487.99990785308,143,5043,44642.9993659502,276.999996065861,5963.99991529528,56.9999991904479,4747,143099.997967598,418.999994049082,5718,70,4448,5586,45,4254
Bronx,Soundview-Bruckner,36005005001,0,7697,17250,20385,28933,,3,0,,9,6778.430477,22386.36239,85.8405762,176999.9982,553.9999964,908,380400,4543.09179376066,3391.10485593975,958.326171875,4130.37206406891,137.422058105469,797.773620605469,41332.9991248375,184.000006503402,4634.70650298893,76.6479497998953,971.478759765625,132099.996666228,373.000002828089,4871.00004673004,70.751953125,1224.09948730469,4767,55,1329
Manhattan,Lincoln Square,36061014500,0,18253,71334,102582,126406,,35,73,83,86,10283.68055,,238.9390061,459600,2001,2001,932100,2284.45858473257,2213.84804830787,39.1969256401062,1403.34510916202,1249.60390472412,60.2081212997437,94999.9980307669,407.071252182162,3267.00002129842,2758.00001798011,92,375000.002444722,1001.00000652578,4411,3203,175,5542,3859,217
Manhattan,Lincoln Square,36061014900,0,25986,58858,96588,127672,,58,69,78,81,8936.619835,,133.1730737,607300,1500,1876,1000001,2102.0000783056,1999.00007446855,63.0000038146973,5345.00019911677,4794,187,175000.006519258,507.999981307419,5031.00018741935,4539.00016909093,117.000007629395,500001.018626489,1001.00003729016,5956,4971,151,5842,4650,145
Queens,Hunters Point-Sunnyside-West Maspeth,36081016900,0,16965,31496,43205,61346,10,21,28,36,36,9219.626216,25740.7413,114.4000048,207300,726,1059,574200,5638.99994141041,5520.99994263644,42,5139.99994659505,3816,51,53586.9994432275,237.999997527164,5053.9999474886,3256.99996615955,55,223799.997674703,444.99999537642,5579,2686,83,5539,2551,105
Bronx,Soundview-Castle Hill-Clason Point-Harding Park,36005004600,0,11578,21906,17976,22146,,4,0,,8,7078.947461,,93.75000168,0,305.999988,681,87300,1789.6491569858,1162.62604868039,607.149169921875,1607.80251860246,123.218490600586,634.972717285156,37499.9988853664,175.999994286049,1506.44537589699,53.659663785249,590.256286621094,56699.9996103,279.000013631948,1418.99997925758,52.6659660339355,586.281494140625,1555,32,607
Brooklyn,Crown Heights North,36047034300,0,7494,20131,16981,19452,2,3,7,10,13,5346.368644,21944.44495,83.8424419,187200,291,537,604900,7764.99991321936,448.999994982034,7247,5821.99993493408,19,5529,47272.9994716831,154.99999826774,5338.99994033203,73.9999991729856,4886,171399.998084456,275.99999691546,5434,46,4843,5281,105,4044
Brooklyn,Crown Heights North,36047034500,6800,9774,24539,32917,42095,7,4,15,8,15,6800,13333.33298,96.14034962,176100,561,897,469800,3027.00002079096,155.000001064618,2834,2440.00001675915,30,2315,35000.0002403976,196.000001346227,2524.0000173361,20.0000001373701,2299,107500.000738364,409.000002809218,2529,15,2267,2647,32,2397
Brooklyn,Sunset Park East,36047011200,0,8447,18493,19697,24819,2,8,9,11,18,5700.564667,,75.89665837,239200,528,830,339500,5096.00007593632,4902.00007304549,113,4736.0000705719,2422,282,57500.0008568168,183.000002726913,5791.00008629262,2191.00003264844,259,210000.003129244,378.000005632639,6242,2124,163,6436,2597,150
Manhattan,Hudson Yards-Chelsea-Flatiron-Union Square,36061008300,0,10618,25370,28700,33287,7,19,34,42,41,6035.175743,,80.30142291,192900,602,625,572200,4308.99993416843,3801.99994191422,381,3885.99994063089,1713,371,7499.99988541731,177.999997280571,3590.99994513781,1663.99997457792,339,449999.993125039,382.999994148644,3477,1396,427,4092,1841,457
Brooklyn,Bushwick North,36047040900,5640,6386,15183,24048,32097,1,2,8,6,14,5640,18750,82.925,179400,575,1023,489700,4614.00003007986,2739.00001785625,1748,3774.00002460368,123,1237,25000.0001629815,187.000001219101,3685.00002402347,51.0000003324822,1149,132100.000861194,384.000002503395,3507,37,984,3752,152,873
Brooklyn,Bushwick South,36047041100,0,6959,11957,17750,33182,2,3,7,4,14,5138.888828,18750,90.41044855,182200,542,768,551900,4587.99996581674,1163.99999132752,3354,2804.99997910112,35,1986,32499.9997578561,185.999998614192,3088.99997698516,15.9999998807907,1933,122499.999087304,374.999997206032,2837,37,1699,3302,75,1577
Bronx,Allerton-Pelham Gardens,36005031000,0,21766,57025,56406,90461,13,15,16,25,30,13164.89338,30328.94617,137.8846195,238800,902,1062,553300,2624.0000455156,2609.00004525541,5,3506.00006081467,3164,199,61365.0010644301,284.000004926231,3581.00006211561,2757.0000478226,329,215700.003741507,652.000011309516,4284,2522,611,4415,1863,857
Brooklyn,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill,36047007100,0,8566,16917,22011,37878,3,6,19,21,30,5689.393875,24000,81.08614459,371100,397,529,941200,6613.00012933556,3029.0000592405,3399,5496.00010748953,504,2838,62391.0012202291,143.000002796762,5314.00010393001,587.000011480413,2518,282100.005517248,334.000006532297,4609,670,1979,4495,822,1662
Brooklyn,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill,36047012700,0,6695,12759,19000,24656,0,0,9,16,26,4331.776068,,74.5,351700,374,501,653100,4069,2050,1814,3821,148,1565,20000,139,2895,152,1035,187500,303,3405,367,1195,3507,720,1164
Brooklyn,Bath Beach,36047028600,0,11600,30018,22981,36518,7,7,13,35,33,9136.718808,25833.3342,130.2197857,299500,690,847,694400,5189.99998066574,5107.99998097122,17,4295.99998399615,3629,96,58332.9997826926,226.999999154359,4545.99998306483,3356.9999874942,131,207499.999227002,493.999998159707,4984,3440,96,4814,2888,142
Queens,Breezy Point-Belle Harbor-Rockaway Park-Broad Channel,36081091601,0,20504,43340,58276,82996,,14,0,,47,10544.23887,15500.00089,137.4186411,244999.9945,245.9999993,628,519600,2217.02480750113,2208.42469333393,2.50658696889877,3618.26662276539,3592.11499679089,.158470451831818,41552.9992751561,148.000002634173,3665.04980621433,3615.06276575859,4.998703956604,173399.998681569,409.999991653058,4202.91023659706,4123.9306640625,4.998703956604,4079,3939,9
Queens,park-cemetery-etc-Queens,36081091602,0,20504,74716,83089,-999,,1,0,,,2617.977684,15500.00075,0.950959916,345461.2655,2.6492366,-999,-999,79.9752221577136,61.5753351835812,15.493413530814,37.7334203747282,32.8851521611214,4.84152984619141,41553.0003281968,148.00000360052,24.9502360843326,14.9372756748926,6.00129601114895,173399.993863993,408.005182745187,23.0896861985093,23.0692092180252,.00129601114895195,0,0,0
Bronx,Schuylerville-Throgs Neck-Edgewater Park,36005016000,0,21227,41646,45828,73325,4,9,13,17,32,10741.75808,25207.37432,126.1904799,186000,741,1542,443000,3694.00007837446,3677.00007801378,11,3703.00007856541,3494,21,49515.0010505445,267.000005664857,3436.00007290056,3146.00006674771,24,186700.003961156,598.000012687582,5196,4486,25,3767,2536,78
Bronx,Pelham Bay-Country Club-City Island,36005027402,0,21397,40298,49712,67206,,11,0,,24,11813.00904,27670.58748,134.6411465,241999.9928,796.0000042,1108,562000,3325.9259934256,3314.54338073006,4.40617275238037,3128.38258599979,3033.28271484375,4.03899145126343,60651.9991501646,265.999998271654,2821.05204322023,2696.210484624,4.03899145126343,210000.000036767,544.999993203838,3117.00004124641,2805.63061523438,7.71080207824707,3386,2761,40
Brooklyn,Flatbush,36047050803,0,10034,24326,25435,47183,,12,0,,22,7951.691078,26249.99946,97.02796696,153599.9985,634.9999975,905,588600,2060.19817190152,1970.29785681702,51.31201171875,2608.98640621081,263.651977539063,1549.78967285156,49999.9991814266,225.999994019043,2999.24972296972,82.5998254604638,2092.52880859375,168800.00295332,455.000009464052,2896.00005751848,53.8150405883789,2095.65771484375,2464,258,1742
Brooklyn,Flatbush,36047050804,0,10034,24326,25435,40188,,12,0,,21,7951.691002,26249.99999,97.02796888,153600.0048,635.0000213,860,313200,4727.92739340058,4521.61609375943,117.755401611328,5987.33581417985,605.052185058594,3556.59619140625,50000.0005134232,226.000010537327,6882.94704765687,189.557481804863,4802.123046875,168799.991768875,454.999991355851,6645.99994325638,123.499565124512,4809.302734375,6250,440,3433
Brooklyn,Homecrest,36047039400,0,13798,32105,27452,48510,7,9,18,9,25,9763.888889,28188.40576,96.36363956,373300,747,877,867100,2825,2784,2,2512,2379,0,53571,203,2225,2022,2,244600,442,2526,2205,16,2441,2120,12
Brooklyn,Homecrest,36047041402,0,14018,25238,36850,41188,11,14,13,23,38,9653.845506,53296.70213,86.52941267,770800,627,1053,1000001,1961.99995614588,1950.99995639175,6,1703.99996191263,1632,3,111169.997515157,202.999995462596,1580.9999646619,1506.99996631593,3,500000.988824107,409.999990835786,1918,1768,0,1612,1466,16
Brooklyn,Homecrest,36047041600,0,14459,27500,41542,41776,6,12,12,24,23,10287.1288,27109.37463,96.6233724,316000,699,978,784700,2781.99993781745,2764.99993819743,3,2301.99994854629,2169,8,58570.9986908361,214.999995194376,2111.99995279312,1857.99995847046,6,229199.994876981,480.999989248812,2483,2221,9,2324,2063,32
Brooklyn,Rugby-Remsen Village,36047093400,0,17394,36827,33142,66250,,11,17,14,26,10094.11696,22817.79779,115.9523827,188700,695,976,434000,2202.29293240583,2160.53870132406,27.1888008117676,2074.00000820914,705,1141,42600.000168616,223.000000882661,2299.00000909972,185.000000732252,2007,158500.000627362,547.000002165092,2402,71,2225,2401,28,2252
Brooklyn,Rugby-Remsen Village,36047093600,0,17466,45052,47688,55917,10,12,19,19,27,10714.28616,23242.18662,105.8974394,203900,697,917,449400,1533.99997714162,1474.99997802079,45,1764.99997369945,150,1424,47307.9992950559,232.999996528029,1889.99997183681,23.9999996423721,1731,178499.997340143,495.999992609024,1876,14,1780,1628,6,1502
Brooklyn,Rugby-Remsen Village,36047094600,0,20127,43083,43976,56840,11,15,20,25,21,9630.218943,26356.50353,124.5199981,195348.3412,679.0894569,817,450300,1715.00000593765,1638.00000597863,67,1816.00000683125,178,1455,52883.6224230872,254.111111662683,1867.00000367127,59.9999997210689,1688,181474.783136368,534.167272399816,2090,45,1942,1830,42,1643
Queens,Hollis,36081048200,0,20917,51050,49773,92692,22,32,33,29,29,10529.41181,31060.60577,102.7906901,302000,723,1129,604500,1157.99999784306,1096.99999795668,25,1197.99999776855,518,333,63455.999881804,222.99999958463,1302.99999757297,263.999999508262,505,229899.999571778,460.999999141321,1608,136,777,1452,83,569
Brooklyn,Stuyvesant Heights,36047028502,0,7788,9642,11859,16161,,0,2,5,5,5254.310741,,79.96710152,350000,214,367,-999,4323.97640693258,1248.16824626421,3007.17358398438,3581.99989324808,33,2547,,132.999996036291,3329.99990075827,8.9999997317791,2195,,192.999994248152,2921,11,1639,2802,11,1413
Brooklyn,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill,36047001300,0,20873,46957,58828,92599,37,44,58,54,52,9922.619129,,183.2326389,104200,1078,1319,366500,2571.99998532841,1884.9999892473,605,1608.9999908217,894,477,21249.9998787825,334.999998089042,1662.99999051366,1110.99999366247,251,162499.999073043,651.999996280763,2533,1323,638,2275,1344,355
Queens,Astoria,36081006100,0,11882,27029,31010,52234,4,10,26,33,40,6888.235369,28888.88852,77.24565831,281000,720,1147,594900,6242.99995348603,6154.99995414168,7,6015.99995517731,4709,24,55999.9995827675,183.999998629093,5676.99995770305,3652.99997278303,35,236399.998238683,483.999996393919,6749,3360,89,5644,3023,110
Queens,Astoria,36081006300,0,11928,27913,32730,47817,5,9,24,28,51,7503.086247,26875,78.72062698,316700,759,1230,823200,6292.9999531135,6225.99995361269,11,6288.9999531433,4641,17,53586.9996007457,188.99999859184,5922.99995587021,3913.99997083843,45,243799.998183548,513.999996170402,7029,3382,116,5949,3359,121
Queens,Oakland Gardens,36081138501,0,30310,54456,59526,78611,,30,0,,47,17801.93066,42390.10918,226.1363753,371199.9875,1164.000039,1643,756100,4999.54859422566,4928.29380168789,7.80874443054199,4354.35108919186,3886.80249023438,5.85655832290649,86758.0008890403,390.999979303561,4361.18374053109,2846.28732931707,27.3306045532227,317900.005854924,927.999987302322,4532.00004887581,1945.353515625,28.306697845459,4743,1336,55
