BoroName,NTAName,id,mhinc_70,mhinc_80,mhinc_90,mhinc_00,mhinc_10,pcol_70,pcol_80,pcol_90,pcol_00,pcol_10,70_HINC70,70_MHMVAL7,70_MRENT70,00_MHMVAL0,00_MRENT00,10_mrent0a,10_mhmval0,70_POP70,70_WHITE70,70_BLACK70,80_POP80,80_NHWHT80,80_NHBLK80,80_MHMVAL8,80_MRENT80,90_POP90,90_NHWHT90,90_NHBLK90,90_MHMVAL9,90_MRENT90,00_POP00,00_NHWHT00,00_NHBLK00,10_pop10,10_nhwht10,10_nhblk10
Manhattan,Yorkville,36061013800,0,19908,42071,70730,93307,32,52,61,75,80,8446.666884,61250,154.9791427,359600,1161,1644,729300,11442.0000426248,11166.0000415966,129,12169.0000453331,11138,263,125000.000465661,360.000001341105,12237.0000455864,11084.0000412911,187,500000.001862645,728.000002712011,12612,10861,246,12444,10078,311
Brooklyn,Bay Ridge,36047004400,0,26461,59092,80102,83068,22,31,39,48,47,13080.29409,41106.86431,112.0704064,438958.2865,814.625,851,845200,2965.99999055639,2957.99999062717,1,2690.9999920316,2598,1,84453.5725614562,235.718851519612,2467.99999155849,2355.99999156781,1,373514.32575389,513.378678698367,2590,2304,17,2359,2081,17
Brooklyn,Crown Heights South,36047021300,0,9289,23875,28696,47083,9,10,7,13,28,5964.2856,,95.96491411,218400,589,858,519200,3904.00002238341,1507.00000864032,2282,4690.0000268899,167,3917,33750.0001935041,213.000001221226,5234.0000300089,105.000000602013,4549,150000.000860018,423.000002425251,4735,97,4235,4205,451,3238
Brooklyn,Crown Heights South,36047032500,0,12767,23980,28111,33529,9,7,11,12,19,7931.915021,23461.53873,121.746769,170100,596,929,516900,7124.00021231174,1319.00003930926,5627,6774.00020188093,73,6141,43333.001291424,231.000006884336,7372.00021970272,50.0000014901161,6811,157500.004693866,447.000013321638,6641,44,6060,6405,286,5563
Queens,Forest Hills,36081064500,0,20404,37188,47763,76806,,15,0,,43,9099.999993,25811.68627,104.7368414,233100.0048,873.9999831,1249,613900,1820.49382019043,1801.9372844696,3.90663909912109,1833.19039726257,1661.29821777344,2.92997932434082,59999.9979442838,220.999993744962,1718.92120361328,1339.97721099854,9.76659774780273,226799.997995816,620.999995206443,1883.00004577637,1205.19812011719,36.1364135742188,1979,991,53
Queens,Springfield Gardens South-Brookville,36081030600,0,17732,37743,48819,66360,4,4,11,20,23,9089.215455,22239.73895,125.4543204,176774.0696,1024.131579,1424,419100,3479.99999857787,1389.99999314779,2074,2966.00000340166,259,2471,38590.5484853076,240.440758881754,2979.00000356999,145.999999127816,2614,136775.336376395,696.803741101354,3909,86,3415,4213,78,3533
Bronx,University Heights-Morris Heights,36005024700,0,10212,26235,37384,50600,,7,0,,21,9161.065291,21683.62567,143.2415444,169731.5344,672.7488523,916,-999,1367.54821497947,948.672978356481,369.983393669128,1786.65322143008,57.0993904881179,1187.2312194109,59370.5586332351,249.578469892043,1789.71453420084,29.3952396642417,1028.52367293835,154206.259152015,468.035648657025,1931.52811016882,37.4869624320418,1071.62630468607,1764,39,856
Bronx,University Heights-Morris Heights,36005021501,0,7138,7694,18207,27386,3,3,3,6,10,5613.401584,,85.30219837,225000,373,715,427400,5168.0001155138,3878.00008668005,1180,1321.00002952665,42,498,5000.00011175871,187.000004179776,4106.00009177625,26.0000005811453,1461,67500.0015087426,249.000005565584,3690,23,1314,3506,31,962
Bronx,University Heights-Morris Heights,36005021502,0,5886,8152,16768,24181,4,3,2,4,6,6552.884797,22000,86.79486624,198500,511,798,159800,7684.00011450052,4692.00006991625,2847,3558.00005301833,80,2024,30000.0004470348,186.000002771616,4725.00007040799,58.0000008642673,1907,87500.0013038516,311.000004634261,6726,75,2443,6051,91,1809
Queens,Queens Village,36081055200,0,19085,36796,50568,53170,,22,0,,30,11299.67271,26744.18791,157.3415084,218999.9929,713.0000357,1075,445300,2823.67617444298,2394.67588369378,417.216479539871,2656.93881112933,1511.83466410637,435.019165039063,49726.0852492689,261.999988649986,2995.05286255007,794.425496984593,747.290222167969,188399.993220368,534.99998378422,3433.99999135733,536.16357421875,975.110656738281,3064,245,882
Queens,Hunters Point-Sunnyside-West Maspeth,36081017900,6600,9736,25982,29250,31865,5,7,15,18,6,6600,25454.54561,77.97297852,276100,665,1033,468000,1090.9999888232,956.999990195967,113,1226.99998742994,542,176,51874.9994685641,173.999998217449,1065.99998907931,463.99999524653,15,179199.998164177,396.999995932914,1135,353,33,1054,274,22
Queens,Hunters Point-Sunnyside-West Maspeth,36081018300,0,12390,29307,42299,49773,8,14,23,31,42,7660.112516,25288.46013,87.30603834,235200,730,1080,486500,5669.0000237585,5566.00002332684,16,5416.00002269819,3784,12,50492.0002116095,197.000000825617,5879.0000246386,3139.0000131554,30,220500.000924105,416.000001743436,6766,2612,79,6031,2390,88
Brooklyn,Seagate-Coney Island,36047034000,0,12513,21094,16028,26188,4,4,4,8,18,8853.658147,,108.0275227,0,255,480,-999,2729.99996948987,2259.99997474253,443,2386.9999733232,773,1117,,183.99999794364,2315.99997411668,541.999993942678,1131,162499.998183921,375.999995797873,2511,954,910,2248,865,770
Queens,Rosedale,36081063800,0,22127,46117,58164,77667,,13,0,19,32,10923.9882,23665.99007,111.1999523,189300,775,1150,425500,3336.31877239701,3310.3182540224,15,2974.2778245452,2498.23531596363,229.019566470757,44999.763114807,241.99826174776,3064.31993800886,1085.13126620615,1418.13139338791,167999.78317911,622.003358065316,3835,497,2777,3425,231,2646
Queens,Woodside,36081025100,0,17500,32163,38143,60258,8,18,15,23,29,8915.492958,22500,94.38355789,98300,723,1108,241300,4959.0000337001,4789.00003254482,29,5317.00003613297,3166,65,43824.0002978167,239.000001624183,4957.00003368651,2476.00001682626,43,200000.001359149,514.000003493013,5501,1725,56,5720,1641,64
Queens,Hunters Point-Sunnyside-West Maspeth,36081025302,0,12959,26199,33682,47539,,14,0,,32,7924.156816,23125.00033,86.71141086,111300.0024,702.0000215,1009,288800,2398.75852837763,2316.72508837911,13.6722402572632,2310.96835574764,1346.71569824219,8.63509941101074,46250.0003361991,195.999989828505,2488.34767995495,1067.15431155963,23.0269298553467,199999.99833522,419.999990305495,2818.99992838502,775.359924316406,34.5403938293457,2876,669,47
Queens,Hunters Point-Sunnyside-West Maspeth,36081023500,0,12964,25811,33280,48832,4,7,0,12,17,6684.426478,22826.08824,81.41456457,245700,619,1047,644000,5959.00002657811,5826.0000259849,19,6114.00002726943,2547,39,46750.0002085126,191.000000851891,7378.15077245834,1646.07790912238,91.0638427734375,225000.001003536,444.000009324978,8426,991,116,8278,781,72
Queens,Hunters Point-Sunnyside-West Maspeth,36081025301,0,12959,26199,33682,49423,,14,0,,32,7924.156321,23124.99871,86.71141361,111300.0022,702.0000036,969,425800,4268.24148559291,4122.27492511366,24.3277606964111,4112.0316577116,2396.28442382813,15.3649015426636,46249.9999624381,196.000006357932,4427.65233453736,1898.84569465555,40.9730682373047,199999.993427821,420.000006823045,5015.99983811378,1379.64001464844,61.459602355957,4591,1432,71
Queens,Kew Gardens,36081021600,0,20871,37359,42648,61900,,27,0,,38,10365.1693,19642.85851,177.6337638,138000.0035,753.9999802,1087,239500,4168.14309149142,3538.10367932171,550.152038574219,3659.17007617,2381.79614257813,462.852478027344,40262.9989797217,324.000001467925,3696.23121806234,1904.11911233515,507.325866699219,162500.004750581,563.000004971862,4700.99989533424,1682.57580566406,793.932006835938,4016,1382,507
Queens,Baisley Park,36081079000,0,15864,25370,32578,63214,4,5,10,11,17,7888.888889,18571.42779,127.25,165500,724,1051,429100,2571.99999520928,136.999999744818,2415,2103.99999608099,35,1948,35805.9999333061,229.999999571592,2074.99999613501,30.999999942258,1916,126799.999763817,567.999998942018,2478,18,2247,2549,33,1870
Queens,South Ozone Park,36081081400,0,14007,36833,52730,66818,,6,0,12,19,8473.050541,18643.24527,119.7570263,166500,728,1254,436800,3486.16417452934,1082.16390130217,2309,3107.17684632139,246.142691418529,2495.00523385545,34970.8421202701,224.00190460255,3195.22895929347,127.072782078457,2573.97235978022,128603.554946244,561.002063235677,3642,63,2781,3543,59,2083
Queens,Hunters Point-Sunnyside-West Maspeth,36081000100,0,15744,40428,85898,117750,,1,0,54,73,7238.09502,15000.00097,79.56449137,129000,992,2001,450500,23.4530063038689,23.3607325653537,.0187431033700705,31.1652075800218,16.9469020366669,.0180222149938345,40625.0014459604,118.004126131557,411.701312545041,74.1590179283209,269.091093495488,117808.003174133,651.479335342653,1370,696,322,4949,2860,382
Queens,Hunters Point-Sunnyside-West Maspeth,36081000700,0,11426,26648,45189,59407,,11,0,38,53,7238.09515,15000.00019,66.61520596,231700,725,1179,738100,4809.54711973585,4681.63939011538,25.981258392334,4419.83490812008,2716.05324411858,24.9819793701172,40624.999690552,165.999801129944,3531.29878799364,2059.84104691453,86.9089126586914,195799.993869969,450.000019628484,4030,2021,129,4790,2586,136
Bronx,Schuylerville-Throgs Neck-Edgewater Park,36005014400,0,7826,15260,21584,25844,,4,0,,12,6143.265805,23924.57326,82.78905524,196314.3781,340.5130622,422,462200,5321.97471919842,3459.40548096038,1827.56926941872,6105.659843795,1169.70528411865,2623.12342453003,46737.0829725895,127.487951492797,5891.74296718463,813.952124118805,2407.74307250977,191592.301838964,280.186310061541,5772.99998980761,539.355163574219,2122.17380142212,5880,306,1818
Bronx,Mott Haven-Port Morris,36005003900,0,5688,10918,15893,31566,0,2,2,3,15,5542.601006,18392.85788,75.1463765,138200,340,765,467300,11946.9997885963,6656.99988220353,5088,4513.99992012419,183,835,19687.9996516183,144.999997434206,5305.99990610965,109.999998053536,923,81299.998561386,271.999995186925,6022,88,1125,6475,162,961
Brooklyn,Stuyvesant Heights,36047028700,0,5871,8704,15714,23025,,3,1,7,25,4290.936353,,73.52564307,196700,409,528,526000,3718.02356148516,1754.83174588872,1865.82635879517,2136.00000397861,45,1299,43333.000080714,156.000000290573,2459.00000458024,10.0000000186265,1269,110700.000206195,257.0000004787,2755,89,1452,2991,281,1238
Brooklyn,Stuyvesant Heights,36047028900,0,5360,7468,20461,27143,2,2,1,9,11,4411.392707,11875,78.16666484,192300,500,652,512600,5887.00007058971,2232.00002676342,3476,2781.00003334635,25,1914,22500.0002697925,169.000002026442,2655.00003183552,10.0000001199078,1706,75000.0008993084,305.000003657187,3432,52,2292,3538,161,2155
Brooklyn,Bushwick South,36047039300,0,8583,13710,23456,31618,1,2,3,5,12,5133.333716,16250,83.40908616,175600,555,1111,428900,4218.00002209679,2465.00001291337,1586,2656.00001391396,92,623,26111.0001367874,188.000000984874,2576.00001349486,64.0000003352761,788,126400.00066217,398.000002084998,2800,49,873,3549,427,854
Manhattan,Hudson Yards-Chelsea-Flatiron-Union Square,36061011700,0,8519,5187,16607,81250,,0,0,29,69,3838.235574,,47.63888747,1000001,175,2001,-999,365.019637651302,319.503741513854,42.8384895324707,124.05312868834,62.4727973937988,10.7096223831177,,98.000000427551,251.999994367361,40.9999990835786,72,,99.9999977648258,340,22,178,3364,1677,322
Manhattan,Battery Park City-Lower Manhattan,36061031703,0,0,71965,107611,159969,,,0,,84,3772.727331,,,318600.0102,1872.999982,2001,1000001,.902460125154702,.902460125154702,0,0,0,0,,,2559.78775423765,1996.30379757285,81.7442092895508,399999.99333402,1001.00002738823,3651.39417171478,2609.38525390625,115.268508911133,7709,5550,220
Manhattan,Battery Park City-Lower Manhattan,36061031704,0,0,71965,107611,151815,,,0,,81,3772.72738,,,318599.9914,1873.000015,2001,784500,1.06266876075934,1.06266876075934,0,0,0,0,,,3014.21237878664,2350.69630616892,96.2557983398438,399999.989214678,1001.00002091733,4299.60582828522,3072.61474609375,135.731491088867,5677,3396,192
Manhattan,Lower East Side,36061000600,0,8233,14024,19002,18024,3,6,0,10,14,5141.700085,,76.75487244,159900,430,558,9999,8321.99995737243,4703.99997590482,969,7432.56587059879,702.174133300781,677.720336914063,10000.0000038161,141.999997144916,8381.37433574949,562.438007692425,714.0517578125,225000.002100846,300.000007942237,12276,462,884,11367,721,903
Bronx,Pelham Bay-Country Club-City Island,36005026601,0,14238,24079,31480,54028,4,7,9,15,22,9698.630051,23269.2303,86.03896498,191200,600,960,424600,2839.00002825801,2821.00002807885,8,3185.00003170193,2921,29,52250.0005200709,231.000002299261,3056.00003041793,2713.00002700387,43,181300.001804571,465.000004628382,3003,2187,57,2911,1513,138
Bronx,Van Nest-Morris Park-Westchester Square,36005028400,0,42812,26029,16250,90170,,8,0,,3,8104.971036,16666.66675,80.21648441,186543.8108,588.420577,1467,-999,899.053836758117,701.120270347232,183.994583129883,965.319367070146,483.419319152832,280.638214111328,39999.9987029594,178.073709065897,894.715646226845,182.364363516916,233.422183990479,146173.405037556,472.286818021143,857.000000812113,198.191781044006,360.912328779697,894,336,283
Bronx,Schuylerville-Throgs Neck-Edgewater Park,36005026400,0,17626,36010,49099,56146,4,9,11,18,11,9409.090717,22300.88372,90.6842114,196100,639,1038,429200,5168.99998194748,5130.99998208019,3,4585.99998398358,4375,1,47211.999835114,205.999999280553,4285.99998503132,3967.99998614192,11,173999.999392312,479.999998323619,4798,3522,37,4935,2630,200
Bronx,Pelham Bay-Country Club-City Island,36005026602,0,13218,25901,35248,43083,5,7,11,15,20,9089.404477,22641.50928,93.69822443,217000,588,930,436100,5694.00002485758,5549.00002422457,112,5437.00002373563,4767,205,47182.0002059765,202.000000881846,5162.0000225351,4396.00001919107,171,182200.000795408,413.000001802982,5266,3431,215,5301,2478,274
Bronx,Highbridge,36005018900,0,8024,15367,25163,27294,,6,0,,7,6549.834041,20312.49863,84.42096298,112499.997,514.9999822,781,232500,8201.81982541084,6140.10894066095,1944.46166992188,6223.5904096067,369.569641113281,3002.51879882813,22499.9999886527,186.999999750531,5108.31550425291,112.559283971787,1906.00390625,108299.998397725,346.000010251873,6813.58843994141,128.505172729492,2555.095703125,7752,125,2470
Manhattan,Lower East Side,36061000201,0,7311,14937,21019,18831,1,7,7,14,16,4830.188581,65000,83.94999254,187500,395,378,-999,2225.99998211931,1856.99998508336,282,3356.99997303437,171,435,22499.9998192652,136.999998899526,3380.99997284159,133.999998923624,309,0,307.999997525942,3329,153,305,3058,182,338
Manhattan,Lower East Side,36061000202,0,8112,15042,22750,27288,,10,0,21,24,5843.199002,,74.53570619,132900,349,491,452600,10031.996591458,8182.82237972936,1387.8157043457,11890.6755973281,3453.43714332581,1370.53090667725,7961.35153266447,135.158255485014,12126.9162017939,2635.19622201551,1402.27941894531,68038.9916914851,306.52263562008,6837,1816,879,7316,1710,929
Queens,Woodside,36081024500,0,19299,31261,41403,32100,,18,0,,19,11293.92225,24458.56975,173.2531778,23304.79965,681.1927192,922,34100,4786.13397675516,4654.96190060773,57.8706637067153,4113.67990815124,3244.59885637462,57.8840553803893,51664.9064407139,255.898135278462,4000.7172679112,2771.31823597585,56.8730313233536,191165.498029849,445.373215373334,4684.50634570716,2476.87052626908,174.768783933076,4942,1999,201
Queens,Ft. Totten-Bay Terrace-Clearview,36081099705,0,26900,53017,58253,95795,,34,0,,63,17417.95441,52696.62684,269.3930091,185600.0004,1130.999994,1921,603100,2059.55838047207,2027.19416684197,15.7968187332153,2453.13033550943,2247.5791015625,34.2906532287598,76029.002294083,433.000017592221,2871.55338315561,2485.87983739702,31.2083492279053,234499.99928177,854.99998639523,2729.76738110185,2044.14685058594,43.3449287414551,2632,1379,46
Queens,Ft. Totten-Bay Terrace-Clearview,36081099900,0,0,,,-999,,,,,,,,,,,-999,-999,0,0,0,0,0,0,,,0,0,0,,,0,0,0,0,0,0
Queens,Rosedale,36081065600,11600,19954,41207,55923,85833,5,10,10,18,22,11600,25123.45616,144,197000,886,1441,455900,3653.0000091432,3626.00000907562,15,3271.00000818708,3068,41,46578.0001165814,277.000000693311,3442.00000861508,2108.00000527618,677,169500.000424247,670.000001676963,4373,661,3036,4853,249,3925
Brooklyn,Bedford,36047024100,0,6875,9683,10500,39861,2,4,3,10,30,4580.247059,7500,85.32608582,176900,498,1125,495600,3132.00000875071,651.000001818873,2360,1431.00000399817,42,1005,22500.0000628643,190.000000530854,1813.00000506546,103.000000287779,1131,93800.0002620742,308.000000860542,1564,40,993,2229,814,771
Brooklyn,Bedford,36047123700,0,6366,15010,17774,25742,2,1,6,8,12,4610.198399,18789.0625,66.7650019,173316.6667,588.4059829,1260,566500,3802.99995904462,2654.99997159187,1059,1796.99997556681,166,361,17499.9995446706,173.98455373304,1902.99997356778,139.999997875304,346,148343.475493015,364.421047846267,1838,144,207,6008,4703,199
Queens,South Ozone Park,36081010000,0,20279,40174,55601,69563,,2,0,,16,9476.605578,22363.62426,112.5811151,196999.6461,704.0023427,1334,422900,2773.17731713348,2765.17528039006,3.00135779413237,2451.16788495356,2224.14771743726,1.00271516146591,40490.1306929754,224.001396916025,2600.14782064771,1553.11386466961,55.0025645798285,166999.727987742,591.997408279315,3475.18711859282,701.060487348586,631.017045063898,3571,391,805
Queens,South Ozone Park,36081086400,0,20410,40882,60505,61618,,4,0,,13,10226.96046,22166.69587,119.9961979,190999.9951,736.9999933,1161,454400,2350.45455814301,2323.45265799725,18.0015942216851,2225.45069981874,1958.43339687586,35.9975299566868,42500.5762514467,244.993807559412,1959.41663543374,1509.38439228832,34.0011268407106,162603.867545913,554.986219401806,2480.81293290854,801.939514160156,225.982955932617,2634,543,359
Bronx,Melrose South-Mott Haven North,36005006900,0,6039,10016,10576,21316,1,4,3,7,13,4011.152227,18437.5,74.78390641,187500,281,596,462200,10270.0001779928,6347.00011000196,3673,4782.00008287843,232,2213,46667.0008088012,142.000002461049,4338.00007518331,85.0000014731631,1807,50000.0008665666,216.000003743568,4323,87,1418,7564,97,2597
Bronx,East Concourse-Concourse Village,36005017300,0,7150,11214,18375,15417,2,3,11,5,7,5325.174981,16250,82.1607127,146400,457,518,352600,4936.99996781442,2632.99998283479,2219,4891.99996810779,81,2257,20832.9998641843,165.999998917803,5538.99996388983,46.9999996935949,2451,87499.9994295649,272.999998220243,4842,39,2149,5987,71,2217
Brooklyn,Gravesend,36047030600,0,13560,27548,35515,40556,1,4,8,16,9,9333.333101,17421.87441,108.6206929,229700,688,917,659700,1451.00000403293,1450.00000403015,0,1706.00000474168,1615,0,45556.0001266191,239.00000066428,1698.00000471945,1395.00000387729,8,206300.000573393,535.000001486987,1918,1278,14,2005,925,12
Brooklyn,Williamsburg,36047053500,0,7146,15148,16434,20234,2,4,3,6,9,5457.69234,26666.66667,73.82774808,306900,540,834,450000,4473.00003332645,4287.00003194064,135,4144.00003087521,3375,11,57500.0004284084,159.000001184642,4716.00003513694,3990.00002972782,22,137500.001024455,364.000002712011,4880,3901,3,4348,3987,10
Brooklyn,North Side-South Side,36047054700,0,4153,13947,15379,22865,1,7,12,11,23,4305.555801,,74.90741152,75000,531,515,572900,4289.9999700347,3791.99997351319,458,1506.99998947373,299,127,7499.99994761311,151.999998938292,1596.99998884508,616.999995690305,61,87499.9993888196,316.999997785781,3364,2130,197,5245,3834,305
Brooklyn,Seagate-Coney Island,36047033000,0,8813,13620,20276,22889,2,8,11,12,16,5539.473356,,77.9069736,156400,442,483,400000,2417.00001153641,1721.00000821438,663,4451.00002124475,787,2792,46667.0002227429,151.000000720727,5435.00002594141,615.000002935412,3361,137100.000654382,308.000001470093,5288,663,3187,4587,858,2313
Brooklyn,Seagate-Coney Island,36047032800,0,6733,17649,24750,36116,1,2,3,17,14,2772.357779,9531.25,90.5179317,136300,327,586,330400,5988.00006692111,3858.00004311651,2002,1925.00002151355,179,1166,32500.0003632158,151.000001687557,2873.00003210828,155.00000173226,1388,114800.00128299,313.000003498048,3304,259,1463,3138,266,1226
Brooklyn,Seagate-Coney Island,36047033600,0,13034,36863,33359,61951,15,19,28,28,44,8138.15748,32686.5662,109.9465194,246600,587,867,623700,4726.99998184026,4606.99998230126,107,3998.99998463702,3569,87,59852.9997700624,217.999999162508,4359.99998325016,3507.9999865233,199,191499.999264313,501.999998071464,5159,3901,424,4759,3675,304
Bronx,West Farms-Bronx River,36005021800,0,11553,24414,26264,33131,2,6,9,9,18,8063.492424,22500,75.17134007,192300,602,875,433300,6185.00004176167,5890.0000397698,247,5722.00003863545,2024,727,38929.0002628521,187.000001262641,6619.00004469207,785.00000530039,1331,170500.001151231,424.000002862886,6648,389,1857,6499,269,1768
Bronx,Van Nest-Morris Park-Westchester Square,36005024000,7725,12282,31948,29770,39219,3,4,11,14,12,7725,20192.30866,81.76190056,189000,649,985,433200,3147.00003077416,2852.00002788939,262,2976.00002910197,1174,402,37000.0003618188,195.000001906883,3140.00003070571,636.000006219372,705,157300.001538219,457.000004468951,3502,329,753,3882,279,973
Brooklyn,Ocean Hill,36047030300,0,6516,10452,15020,22613,1,3,3,8,10,4521.153887,12500,77.21198157,208100,425,767,607900,8316.99997676257,696.999998052605,7562,3115.999991294,11,3003,27499.9999231659,169.999999525025,3938.99998899456,21.9999999385327,3555,89999.9997485429,298.999999164604,3409,15,3001,4458,44,3657
Brooklyn,Ocean Hill,36047036501,0,11300,17925,20948,35673,2,3,3,8,21,6317.204171,11250,116.4492749,187500,521,732,438700,3464.99990964308,791.999979346991,2660,2472.9999355115,34,2063,27499.9992828816,237.999993793666,2420.99993686751,22.9999994002283,1945,73099.998093769,376.999990168959,2349,8,2032,2624,13,2301
Brooklyn,Prospect Lefferts Gardens-Wingate,36047079602,0,10998,28134,29879,31491,,10,0,,14,7406.040361,25476.19325,99.65551931,197700.0046,613.0000108,915,299600,4103.6274921149,3000.76511083171,970.938659667969,4654.30911611766,267.345428466797,3600.91821289063,55999.9984421102,217.999995099088,5578.7746373564,142.917372472584,4609.3349609375,187500.000265696,441.999997238673,5189.00002384186,89.4482879638672,4432.93701171875,4814,269,3781
Brooklyn,Prospect Lefferts Gardens-Wingate,36047082000,0,12383,25242,28015,45943,13,9,12,11,13,8111.570541,16000,102.046333,211100,626,891,500000,4487.9999832809,3472.99998706207,811,5098.99998100474,212,4172,39374.9998533167,235.999999120831,5741.99997860938,55.9999997913837,5017,143799.999464303,470.999998245388,5392,38,4833,5281,80,4509
Brooklyn,Prospect Lefferts Gardens-Wingate,36047082200,0,11714,23980,29091,33272,11,7,11,7,11,7365.384779,22142.85764,96.7224026,204200,592,855,519200,5048.00007522106,3834.00005713105,1108,7429.00011070073,365,5846,43889.0006539971,221.000003293157,7005.00010438263,104.000001549721,5996,160000.002384186,417.000006213784,7463,100,6564,7280,186,6254
Brooklyn,Brooklyn Heights-Cobble Hill,36047000900,0,16456,54690,79201,97385,39,58,75,75,83,8762.711752,30000,155.3990636,285000,886,1724,626000,1882.99998739542,1670.99998881452,127,1804.99998791754,1276,192,141666.999051698,299.999997991836,1817.99998783052,1506.99998991232,92,500000.996653053,615.999995876569,2178,1603,150,4172,2834,237
Brooklyn,East Flatbush-Farragut,36047078200,0,13642,30696,30678,44551,8,8,18,16,24,8884.615236,26655.84478,138.0401526,181100,619,812,434000,3907.99994176626,1802.99997313321,2029,4033.99993988872,392,3325,45813.9993173182,256.999996170402,4725.99992957711,134.999997988343,4280,172099.99743551,480.999992832541,4320,64,3942,3864,43,3559
Brooklyn,East Flatbush-Farragut,36047083000,0,12242,31308,27623,36719,8,9,10,12,14,8867.469887,22352.94099,131.3935736,204300,627,908,467300,5620.00010468066,3750.00006984919,1744,6088.00011339784,320,5228,44776.000834018,247.000004600734,6953.00012950972,100.000001862645,6306,174500.003250316,487.000009071082,6563,48,5985,5997,55,5363
Manhattan,Stuyvesant Town-Cooper Village,36061006000,0,32073,64757,76573,102356,,53,61,70,77,19535.62249,13750.00106,250.0888321,875000,929,1724,-999,5485.32786955408,5370.3139030059,61.9488582015038,4658.99997396581,4439,52,,401.99999775365,4194.99997655861,3996.99997766502,60,324999.998183921,614.99999656342,3989,3665,85,4511,3684,126
Brooklyn,Crown Heights North,36047031500,0,8366,19416,26019,36520,2,5,8,11,23,5155.813909,26666.66547,86.08606942,198300,571,814,526300,6272.00009346008,312.000004649162,5863,5039.00007508695,38,4730,50000.0007450581,173.000002577901,5488.00008177757,37.000000551343,4986,186100.002773106,361.000005379319,5371,30,4876,5175,518,4030
Brooklyn,Clinton Hill,36047019300,0,16808,29941,36034,40861,19,30,30,28,42,6938.650327,,133.1654647,55800,560,881,339700,4552.99991731392,2129.99996131752,2284,4064.99992617639,866,2586,10832.9998032642,246.999995514285,4643.99991566129,1138.99997931486,2545,0,371.999993244186,5214,1326,2693,5628,1946,2398
Brooklyn,Bedford,36047023300,0,8961,15789,23099,35530,2,6,11,12,24,6174.418386,11250,83.24561337,208800,458,662,707700,5587.00004162639,1659.00001236051,3836,5183.00003861636,84,4270,33333.0002483502,162.000001206994,5253.0000391379,63.0000004693866,4224,122900.000915676,304.000002264977,4875,83,3683,5061,785,2989
Queens,Oakland Gardens,36081137700,0,19269,41431,51272,67674,11,20,27,36,42,10982.51726,32681.16172,158.7540307,235000,865,1329,502300,7581.00005648285,7471.00005566329,12,4735.0000352785,3947,33,67291.000501357,270.000002011657,5430.00004045665,3863.00002878159,90,244100.001818687,485.000003613532,6138,2759,157,6606,1779,299
Manhattan,Washington Heights North,36061028700,0,12901,20904,29613,48651,,15,0,,42,7374.999899,,93.72274125,92800.00135,618.9999992,965,443800,3811.88476802025,3723.91050639271,39.9883003234863,3688.9207432454,1972.42297363281,109.967826843262,,204.999999212,3917.85376498068,1474.56858977966,166.951156616211,500001.002285027,416.999990429263,4545.67009347677,945.723327636719,152.95524597168,4035,1074,182
Brooklyn,Brooklyn Heights-Cobble Hill,36047000301,0,22396,57301,83739,160833,40,53,52,71,84,8268.558509,64375,142.7739109,377500,935,1669,807100,5788.99998921715,5587.99998959154,136,5352.99999002926,4743,244,147499.99972526,298.999999443069,5869.99998906627,4849.99999096617,455,500000.999068676,609.999998863786,5036,4027,355,4259,3483,209
Manhattan,Hamilton Heights,36061023700,0,8414,19239,22087,34016,,8,0,,26,5749.141837,,82.72759888,91399.99991,500.0000086,861,119100,7129.30161282702,1710.16074807528,5183.62350463867,5968.49146792735,157.327606201172,3743.99853515625,9999.99953503068,161.999998846075,6825.82732943643,221.055239552865,3516.96899414063,87500.0012719146,314.000014234526,7229.10396337509,237.982894897461,2712.40771484375,6811,715,2062
